date,l2jbl,主力净额,净流入额
2010-07-05,0.0011901892469181638,2037.0600000000004,-21670.61
2010-07-06,0.013668122635303271,23850.03,33754.61
2010-07-07,0.007306182788503128,12719.719999999998,-15518.210000000001
2010-07-08,0.005245766984214264,9157.84000000001,-20705.920000000002
2010-07-09,0.038211931932906625,68093.57000000002,56079.34
2010-07-12,0.029434423717359954,52411.459999999985,21842.52
2010-07-13,-0.0088786642411549,-15935.370000000006,-22045.43
2010-07-14,0.0016356337976097535,2947.630000000013,-3428.1899999999996
2010-07-15,-0.008936326249799892,-15835.439999999999,-33108.6
2010-07-16,-0.000883964613345558,-1560.309999999989,-16394.9
2010-07-19,0.040890183044828936,73332.00000000001,75023.49
2010-07-20,0.031113734162688304,55808.56999999998,-12207.669999999998
2010-07-21,-0.005362755496767895,-9702.99,-54267.75
2010-07-22,0.0216586712492259,39580.40000000001,39879.28
2010-07-23,0.0433509877156554,80233.31,39430.3
2010-07-26,-0.01087684737269707,-19743.30000000001,-25220.47
2010-07-27,0.002519451259042932,4531.150000000009,-17821.5
2010-07-28,0.03689580443069516,69141.53000000001,115211.98
2010-07-29,0.004606417407195647,8638.229999999987,-29082.079999999998
2010-07-30,-0.004644920571174114,-8635.570000000002,-18511.030000000002
2010-08-02,0.028977520189408204,54812.479999999996,68585.18
2010-08-03,0.007604414500920522,14138.51000000001,-83271.87
2010-08-04,-0.016860866328099907,-31323.82000000001,-25679.23
2010-08-05,-0.030408245718151074,-55761.41,-90520.53
2010-08-06,-0.0045784769018394535,-8468.76,25990.88
2010-08-09,0.024950493284138082,46269.18999999999,12342.550000000001
2010-08-10,-0.03729769821932213,-67550.27,-159364.07
2010-08-11,-0.009233065154454748,-16780.08000000001,-10617.669999999998
2010-08-12,-0.02587700086305303,-46283.11,-52069.56
2010-08-13,-0.017518938389622287,-31503.579999999994,3111.0999999999995
2010-08-16,0.020884377656259185,38235.36000000001,58295.840000000004
2010-08-17,-0.0018326860942336053,-3349.799999999991,-5007.35
2010-08-18,-0.013095572102134512,-23836.270000000015,-44182.23
2010-08-19,0.011156735634509835,20469.969999999998,24391.940000000002
2010-08-20,-0.007717119589158956,-14033.819999999983,-79879.44
2010-08-23,0.00508712192687117,9266.109999999993,-24238.44
2010-08-24,-0.007580821416160423,-13748.429999999998,-28089.04
2010-08-25,-0.039340129908206734,-69962.57,-96051.24
2010-08-26,-0.021594935507310915,-38574.96,-43101.950000000004
2010-08-27,-0.009232481073106551,-16452.179999999993,-22922.260000000002
2010-08-30,-0.0046805815689209855,-8442.179999999988,41371.26
2010-08-31,-0.02440513696125009,-43563.210000000014,-67008.36
2010-09-01,-0.003543110389937825,-6314.119999999991,-44424.840000000004
2010-09-02,-0.03491442472893936,-70688.10999999999,-67214.34
2010-09-03,-0.020404054284286367,-41315.750000000015,-58955.57
2010-09-06,0.04077569888210519,84278.49000000002,67192.23
2010-09-07,-0.009432047334333662,-19396.319999999996,-58472.100000000006
2010-09-08,-0.055286434407482356,-112345.03999999998,-116184.59
2010-09-09,-0.058597308386108826,-117487.70000000001,-161708.88
2010-09-10,-0.022628508761486914,-45465.82,-41070.29
2010-09-13,-0.0035925364049542593,-7236.710000000006,-29736.33
2010-09-14,0.0037473374293079146,7520.669999999998,-67352.92
2010-09-15,-0.013854932448805604,-27519.700000000004,-89971.86
2010-09-16,-0.0351102740264005,-68649.57999999999,-106969.67
2010-09-17,-0.012348000096283989,-23438.67999999999,-36209.880000000005
2010-09-20,0.00011771542714713675,231.22000000000241,-2748.26
2010-09-21,0.00929232796461897,9025.69000000001,-10288.82
2010-09-27,0.014086917199211433,27928.859999999997,-1395.4099999999962
2010-09-28,-0.003042928780298331,-5999.5499999999865,-73886.06
2010-09-29,0.0005221401331114302,1029.8599999999942,-30063.89
2010-09-30,0.04757787283637893,95394.22999999997,130484.8
2010-10-08,0.08539969116457513,176425.88,84137.56
2010-10-11,0.1539286619318174,327919.94999999995,29702.31
2010-10-12,0.06037297197431194,129045.40000000001,44738.78999999999
2010-10-13,0.05649352309793866,122316.32000000002,157931.85
2010-10-14,0.13667759040417782,303795.16000000003,204123.03
2010-10-15,0.10767625037544773,251960.71999999988,301729.74
2010-10-18,-0.004576681852970764,-10687.820000000029,-140721.93
2010-10-19,0.03130350797743742,73453.32000000005,38031.19
2010-10-20,0.03485451618582615,82462.63000000005,56706.06
2010-10-21,-0.04864053064136263,-112686.23000000005,-148941.38
2010-10-22,-0.0037989367267694126,-8746.98000000001,-41595.16
2010-10-25,0.03216708761939366,75722.29,153193.47
2010-10-26,-0.0817580784913476,-188882.92999999996,-204018.90000000002
2010-10-27,-0.047842409930487655,-109257.72000000006,-178254.76
2010-10-28,-0.033791230329246864,-71569.97999999998,-70633.16
2010-10-29,-0.11103754379102851,-248007.78,-258578.46
2010-11-01,-0.018856608055506326,-37427.080000000016,35887.94
2010-11-02,-0.036042359307218726,-81911.38,-88434.75
2010-11-03,0.0009163089670934496,2121.2199999999903,7940.589999999998
2010-11-04,0.006945937502513776,16244.430000000046,-12624.72
2010-11-05,0.04435262525996924,106408.56000000001,-60377.80999999999
2010-11-08,-0.04006046326842967,-95892.41999999994,-123991.73999999999
2010-11-09,-0.043544055653844775,-103293.07000000005,-160899.21
2010-11-10,-0.059230281100958564,-139574.30000000005,-188317.44999999998
2010-11-11,-0.008292107924464758,-19691.800000000116,29619.42
2010-11-12,-0.10525422775392934,-241958.58000000002,-354851.17000000004
2010-11-15,-0.02159079901150167,-51389.88000000004,-120401.11
2010-11-16,-0.15639876849303086,-167854.52,-219381.25
2010-11-17,-0.05531921125287818,-58607.4,-59064.87
2010-11-18,-0.026838440467905365,-28793.32000000001,-22656.239999999998
2010-11-19,-0.10373848983903017,-111609.45999999999,-131132.41
2010-11-22,-0.02871487260773361,-30749.12999999997,-55396.71
2010-11-23,-0.039151364133420734,-41435.06999999998,-97279.86
2010-11-24,-0.004775007190848336,-10517.969999999985,29877.590000000004
2010-11-25,-0.00540904162769999,-11948.200000000023,-32947.07
2010-11-26,-0.007712671010701075,-16817.100000000017,-91274.59
2010-11-29,-0.016048811504384752,-34997.57999999998,-34376.619999999995
2010-11-30,-0.030683236776276733,-66887.39000000001,-120393.89
2010-12-01,0.002596669731637877,5719.149999999996,-13205.32
2010-12-02,0.01109566290599965,24705.19999999999,-12397.87
2010-12-03,0.008369043593292295,18656.98000000002,3842.1400000000017
2010-12-06,0.023102071456822436,51842.659999999996,22850.370000000003
2010-12-07,0.0058591643313541065,13159.480000000005,15424.609999999997
2010-12-08,-0.0365127009697531,-80661.79000000001,-111082.81
2010-12-09,-0.03285630791830325,-71766.66000000002,-82033.44
2010-12-10,-0.00055444229643769,-1225.1999999999784,42715.28
2010-12-13,0.013469914741218647,30171.070000000007,78859.49
2010-12-14,-0.014027760354749693,-31308.350000000017,-60055.44
2010-12-15,-0.009257814823081674,-19991.790000000026,-57880.85
2010-12-16,-0.050718181058380225,-111971.89000000001,-114480.97
2010-12-17,-0.025554996690637516,-56178.98999999999,-114349.01000000001
2010-12-20,-0.04234481829523891,-91796.03000000001,-138148.82
2010-12-21,0.016787690777781583,36922.84999999999,93351.38
2010-12-22,-0.016564084066429483,-35956.09000000002,-112392.37
2010-12-23,-0.011985108727301725,-26024.26000000002,-37879.57
2010-12-24,0.0020873493336168868,4535.069999999976,-3274.0900000000033
2010-12-27,-0.032047293668550414,-68591.01000000001,-119340.03
2010-12-28,-0.029530308121086198,-62370.91000000001,-64268.85
2010-12-29,-0.0264321005075464,-56111.38000000001,-40353.85
2010-12-30,-0.02162530171201639,-46459.429999999986,-29755.57
2010-12-31,-0.0043827973225838675,-9477.87000000001,16446.869999999995
2011-01-04,0.02429763859679507,52966.05000000002,24850.87
2011-01-05,-0.0432653614420076,-92907.59999999999,-143262.79
2011-01-06,-0.04852300278181117,-103169.91999999993,-77950.34
2011-01-07,0.04712872830393748,102828.62999999992,57225.81999999999
2011-01-10,-0.04061036740332779,-86908.89000000001,-139134.44
2011-01-11,-0.007237201714675033,-15601.679999999993,-6058.109999999999
2011-01-12,0.015878830201146277,34560.59999999995,259.39000000000095
2011-01-13,0.00148951308967343,3261.810000000005,-46651.68
2011-01-14,-0.02042922436911886,-44474.44000000002,-75832.49
2011-01-17,-0.05708512846211556,-120495.96000000002,-126498.66
2011-01-18,-0.007263682809532539,-15454.649999999994,-13441.169999999998
2011-01-19,-0.005132494528938143,-10941.599999999997,-17056.73
2011-01-20,-0.02718459448360176,-56616.47,-120633.32999999999
2011-01-21,-0.002213465683912782,-4676.580000000007,23118.210000000003
2011-01-24,-0.026241453079743106,-53420.79000000001,-71400.63
2011-01-25,-0.015169720289693215,-31783.600000000017,-2616.5599999999986
2011-01-26,-0.003704815756994781,-7789.339999999995,-12822.48
2011-01-27,0.01914199271844935,40685.52000000002,15419.82
2011-01-28,-0.010620705983360523,-22435.87999999999,-68929.33
2011-01-31,-0.0018258170338639095,-3891.700000000017,10183.34
2011-02-01,-0.007190355732522905,-15373.940000000019,-4608.570000000001
2011-02-09,-0.009077494345134454,-19269.00999999999,-64088.35
2011-02-10,0.015970793413938592,34348.53000000001,37579.409999999996
2011-02-11,-0.012791708067688748,-27519.210000000014,-71962.36
2011-02-14,0.10855215128755208,240685.78,202337.65
2011-02-15,-0.0057663076016960055,-12708.569999999987,-67921.51999999999
2011-02-16,-0.029505406159377988,-64956.56999999995,-89166.44
2011-02-17,-0.014113775809054385,-30958.669999999984,-81344.0
2011-02-18,-0.00796896623091257,-17458.559999999994,-42543.32
2011-02-21,0.0030089906392663976,6591.770000000022,-3909.780000000005
2011-02-22,-0.06179887166091299,-132248.93000000002,-214226.24
2011-02-23,-0.006899544256471624,-14786.64,-5094.8700000000035
2011-02-24,0.0053742415775895145,11549.529999999993,-71829.76000000001
2011-02-25,0.018291097941051264,39526.97000000003,29462.34
2011-02-28,0.022642400898128672,49086.88999999999,28956.88
2011-03-01,0.026955120926314302,58749.85000000003,39022.15
2011-03-02,0.05257740849470464,115026.06000000003,77064.03
2011-03-03,0.07902386568139494,174075.07,88048.35
2011-03-04,0.03837831766655404,85685.45000000004,112271.63999999998
2011-03-07,0.0706863521976518,159955.33,119766.09000000001
2011-03-08,-0.005767776512351067,-13054.909999999994,-70128.48
2011-03-09,0.01114420842717101,25274.360000000033,-24747.08
2011-03-10,-0.046054180865071605,-102535.91999999997,-174224.78
2011-03-11,-0.034820334592524274,-76549.79999999997,-87401.99
2011-03-14,-0.002696448106596925,-5279.229999999994,-25640.44
2011-03-15,-0.02781235330187733,-60455.040000000045,-177823.73
2011-03-16,0.012994768611507288,28596.379999999997,5446.350000000001
2011-03-17,-0.021255055203606345,-46338.66999999999,-61796.840000000004
2011-03-18,-0.019412742038752786,-42325.74999999999,-39032.25
2011-03-21,0.0009884578011790702,2177.0399999999845,-31880.010000000002
2011-03-22,0.01734221475443714,38534.30999999999,38690.69
2011-03-23,0.02246947069216761,47238.4,-4946.739999999998
2011-03-24,0.006858909975520186,14394.700000000008,-50373.85
2011-03-25,0.05210512528409123,110765.32000000002,110999.96
2011-03-28,-0.0019469859106492607,-4146.96999999997,-46648.28
2011-03-29,-0.012838684735687358,-29198.68000000001,-1431.6899999999996
2011-03-30,-0.011054866831766128,-25122.670000000002,-43561.28
2011-03-31,-0.0077469656683448575,-17437.999999999993,-55295.87
2011-04-01,0.032679187903336265,74660.50999999998,109667.62999999999
2011-04-06,0.07645133011573473,178236.56000000003,129908.62000000001
2011-04-07,0.03013102468434,70049.84000000001,-46772.75
2011-04-08,0.003230028703096648,7510.459999999994,-19266.35
2011-04-11,0.012182659543932791,28361.48999999996,-42456.75
2011-04-12,-0.009064111189306386,-21127.909999999978,-72615.48
2011-04-13,0.01672065342112364,37028.710000000014,90208.55
2011-04-14,0.014443079974041295,33936.53000000001,-80456.48
2011-04-15,0.012257026179262838,29069.610000000004,8297.539999999997
2011-04-18,0.01784428264152272,42215.589999999975,-18951.190000000002
2011-04-19,-0.018231205041262764,-38859.450000000004,-108149.91
2011-04-20,-0.024383113836067536,-56314.260000000024,-43329.8
2011-04-21,-0.01123722331374562,-26052.48999999999,-27651.36
2011-04-22,-0.015575317053235487,-35842.709999999985,-64953.91
2011-04-25,-0.010168323117291786,-23604.32000000002,-93625.18000000001
2011-04-26,-0.027523153593803574,-63691.52,-53997.65
2011-04-27,-0.011701522773607973,-27163.01999999997,-64518.920000000006
2011-04-28,0.00224112366422204,5240.030000000035,-383.9199999999985
2011-04-29,-0.016774218291282766,-36852.179999999964,-44758.63999999999
2011-05-03,0.001267722973423121,2958.1299999999887,2070.2799999999997
2011-05-04,-0.03584239700428207,-82019.32000000002,-120909.15000000001
2011-05-05,-0.006944206914585771,-16020.829999999989,-39438.34
2011-05-06,-0.004081047547308779,-9070.700000000012,-20143.559999999998
2011-05-09,-0.008390553992099677,-19204.55999999999,-71603.14
2011-05-10,0.0007431722223936025,1708.1799999999969,-10991.94
2011-05-11,-0.003201466355020632,-7318.879999999999,-45557.61
2011-05-12,-0.006408249263436716,-14507.160000000013,-29829.85
2011-05-13,-0.008053107581987667,-18506.650000000012,19562.79
2011-05-16,-0.009487634902840079,-21506.460000000003,-70841.7
2011-05-17,-0.004162044641228631,-9455.05,-9316.44
2011-05-18,0.013716976491108673,31583.289999999975,8847.88
2011-05-19,-0.003658093429726435,-8429.95000000001,-48667.05
2011-05-20,0.005523428089791366,12384.039999999985,-29478.19
2011-05-23,-0.0398216760103967,-89401.2,-165716.67
2011-05-24,-0.009251110040526839,-20686.0,-28172.469999999998
2011-05-25,-0.008715182729628665,-17563.949999999997,-75963.14
2011-05-26,-0.0017994954184193841,-3993.2699999999963,-5834.559999999999
2011-05-27,-0.007343964537784869,-16264.830000000004,14979.95
2011-05-30,0.014577065229618472,28440.749999999996,42405.54
2011-05-31,0.01872020594654065,20340.09999999998,27551.67
2011-06-01,0.015678494517050855,35451.29000000001,-63356.939999999995
2011-06-02,-0.02759593709623975,-61350.090000000004,-98609.67
2011-06-03,0.004138158453371422,9210.370000000006,8770.439999999999
2011-06-07,0.009880488733847526,22042.86000000001,12307.91
2011-06-08,-0.013955613689306617,-31001.319999999992,-37987.08
2011-06-09,-0.011318808711927624,-23404.3,-57094.92
2011-06-10,-0.010587118722866704,-23339.670000000002,16590.86
2011-06-13,0.00018209214334576426,405.45000000000186,-13294.91
2011-06-14,0.009315422914484263,20683.120000000017,-7006.060000000001
2011-06-15,-0.01344244714315246,-29074.98,-50955.74
2011-06-16,-0.019177919122465276,-37016.11,-28215.61
2011-06-17,-0.010300118808963109,-22143.760000000017,-18192.61
2011-06-20,-0.00792569652160687,-16936.129999999997,-36329.63
2011-06-21,0.01567214595346931,33774.909999999996,-8233.78
2011-06-22,0.0036213472203417995,7845.1100000000015,-15722.17
2011-06-23,0.017045272080379432,37383.91,25692.9
2011-06-24,0.052375194423077996,117747.72999999998,72253.44
2011-06-27,-0.0069622534183794915,-15634.590000000015,-57569.94
2011-06-28,-0.009925427105481556,-22328.070000000003,-35763.11
2011-06-29,-0.0234615221335785,-52212.01,-58275.64
2011-06-30,0.029348870506373553,65829.64000000003,65410.270000000004
2011-07-01,-0.009029658482475606,-19848.880000000005,-92771.26999999999
2011-07-04,0.0420877178775279,93982.06999999998,66595.90000000001
2011-07-05,-0.01318815130864858,-29714.880000000034,-76715.42
2011-07-06,-0.014477174542631109,-32412.109999999997,-60421.34
2011-07-07,0.001826612700587761,4062.9699999999975,-31656.43
2011-07-08,0.010599775125088624,23737.220000000005,6310.370000000003
2011-07-11,-0.0017182568401291297,-3838.779999999989,-41808.27
2011-07-12,-0.04539749560866005,-99838.58000000002,-155613.6
2011-07-13,0.013757548668272529,30659.599999999988,37242.240000000005
2011-07-14,-0.016409139996751716,-36763.75,-41787.4
2011-07-15,-0.007109300119499312,-15997.140000000007,-21280.32
2011-07-18,-0.01356022082565854,-30358.369999999984,-42259.88
2011-07-19,-0.02806096087621817,-62524.01000000002,-86573.16
2011-07-20,-0.01631984968670081,-36403.34000000001,-47548.51
2011-07-21,-0.020183625782455045,-44849.19,-65274.060000000005
2011-07-22,-0.005306420854190858,-11806.019999999995,-30307.93
2011-07-25,-0.03613678495488128,-78745.14999999998,-134174.26
2011-07-26,-0.009571491060170344,-20884.399999999994,-10400.27
2011-07-27,-0.014076698045702288,-30677.03,-46699.939999999995
2011-07-28,-0.04118603151781101,-88431.40999999999,-105874.49
2011-07-29,-0.0005664131247244053,-1230.199999999987,-17837.07
2011-08-01,0.0002798819344269222,605.960000000005,-20484.67
2011-08-02,-0.006693371093807109,-14366.299999999996,-49430.2
2011-08-03,0.004328036362799466,9267.529999999995,-14241.95
2011-08-04,-0.0021007736413785655,-4491.399999999993,-48970.89
2011-08-05,-0.026796626346327047,-56274.920000000006,-101161.52
2011-08-08,0.007418284167429602,15251.36999999999,-56199.41
2011-08-09,0.020291269113001914,42102.02000000001,-40356.51
2011-08-10,0.020578059661854508,43176.61999999997,-42144.130000000005
2011-08-11,0.019956524660819697,42358.22999999999,55496.06
2011-08-12,-0.0168070756136868,-35544.78999999999,-40302.76
2011-08-15,0.011439531298516334,23169.61000000001,29094.089999999997
2011-08-16,0.0033323144705495224,7091.78999999998,-42767.229999999996
2011-08-17,0.002876327644579529,5562.710000000002,3217.969999999999
2011-08-18,-0.01143606316330049,-24237.25,-52038.21
2011-08-19,-0.001998120924951307,-4196.109999999993,15034.809999999998
2011-08-22,0.000931957704087634,1937.4399999999923,-52736.409999999996
2011-08-23,0.008532899956106578,17934.669999999995,15260.589999999998
2011-08-24,-0.015675020432014044,-32689.950000000008,-69395.37
2011-08-25,0.03986878043461414,85598.26999999996,156410.58
2011-08-26,-0.006212722523005748,-12538.31,-45380.59
2011-08-29,-0.0381637577687281,-80157.31,-115050.76
2011-08-30,-0.006320851952579307,-13294.819999999983,-24757.79
2011-08-31,-0.0006410443429005755,-1356.8099999999997,-17693.52
2011-09-01,0.006369008953356232,13470.210000000003,5263.4299999999985
2011-09-02,-0.01224880650262847,-25707.41,-40605.33
2011-09-05,-0.0168960062951552,-35058.79,-44481.020000000004
2011-09-06,-0.007412135668170944,-15327.330000000005,-22126.04
2011-09-07,0.004964729157106361,10421.769999999991,23930.47
2011-09-08,0.0009803182263879403,2058.9000000000024,-16234.869999999999
2011-09-09,0.00040593178048519145,771.9199999999983,5540.6900000000005
2011-09-13,-0.008948522662760097,-18671.59000000001,-2919.2400000000007
2011-09-14,-0.011570914619745236,-23957.870000000003,-48146.25
2011-09-15,0.004201912383232226,8481.560000000001,-13342.11
2011-09-16,0.0017619464671881225,3659.0700000000024,-19197.68
2011-09-19,-0.010775992585932412,-22125.880000000005,-51444.15
2011-09-20,-0.0022961038197826444,-4722.770000000002,-559.6600000000005
2011-09-21,0.01607002729060179,33635.08000000001,52399.009999999995
2011-09-22,-0.03815300790394439,-77415.73999999999,-105049.5
2011-09-23,-0.019784831059697538,-39938.42999999999,-51129.17
2011-09-26,-0.056380506007478785,-110599.79000000002,-145401.3
2011-09-27,-0.011640320803266475,-23111.829999999998,13493.47
2011-09-28,-0.005292677954070985,-10428.529999999988,-42559.24
2011-09-29,-0.01084582345438015,-21291.73,2530.6600000000003
2011-09-30,-0.008786558057562024,-17267.58999999999,-15256.76
2011-10-10,-0.013391937697637083,-26240.019999999993,-18896.07
2011-10-11,-0.008301076511746283,-16468.640000000014,-6754.889999999999
2011-10-12,0.0484571594804491,98787.73,105498.13
2011-10-13,0.013279430171905053,27140.01,-26316.39
2011-10-14,-0.0019287806817876456,-3947.180000000009,6195.34
2011-10-17,0.01737490177889815,35837.289999999986,14674.509999999998
2011-10-18,-0.01700282936096356,-34669.52999999999,-72435.03
2011-10-19,-0.002684880362713745,-5497.57,3715.11
2011-10-20,-0.014269516049891347,-28838.299999999996,-60549.72
2011-10-21,0.005151695344087771,10445.79,-6465.919999999999
2011-10-24,0.03054360543069425,63287.51000000001,69970.23
2011-10-25,0.03010052424497403,63010.87000000001,11516.369999999999
2011-10-26,0.039281659300669895,82745.49999999999,11653.52
2011-10-27,0.000988428851417375,2097.5900000000224,21621.54
2011-10-28,0.01924361875594668,41151.86000000001,35615.47
2011-10-31,-0.008721196813864693,-18605.870000000003,-60452.91
