date,strategy_ret,benchmark_ret,excess_ret,n_hold,satellite_w,turnover,sat_ret,heat,nav,bench,excess_nav
2024-09-27,0.040268333311293696,0.044668600332991026,-0.004400267021697331,21,0.12,0.0,0.007999708485513277,1,1.12999431648021,1.1343560251404972,0.9961549032546929
2024-09-30,0.08228853414581735,0.08482622266273232,-0.0025376885169149654,21,0.12,0.0,0.06367881835510764,1,1.2229798923764712,1.230579161907877,0.9938246398389975
2024-10-08,0.05674138252513996,0.05929575100342732,-0.0025543684782873624,21,0.12,0.0,0.03800934701769933,1,1.292373462270359,1.3035472774823726,0.9914281473291906
2024-10-09,-0.06807757158737235,-0.07051351423870533,0.002435942651332984,21,0.12,0.0,-0.05021399214426381,1,1.2043918153750284,1.2116295779707937,0.9940264229865641
2024-10-10,0.01264886027425442,0.010567282642378606,0.002081577631875813,21,0.12,0.0,0.027913762908010387,1,1.2196259991631628,1.224433210179077,0.9960739295733321
2024-10-11,-0.02704665103410821,-0.0276705274934671,0.0006238764593588901,21,0.12,0.0,-0.022471556998809664,1,1.1866392003716713,1.1905524973729027,0.9967130412057708
2024-10-14,0.019530323506897703,0.01908212330471004,0.00044820020218766174,21,0.12,0.0,0.022817124989607224,1,1.2098146478408964,1.213270766928503,0.9971514033125878
2024-10-15,-0.025612271659965907,-0.026593888980664726,0.0009816173206988188,21,0.3,0.18000000000000002,-0.023141831245002003,0,1.1788285464221893,1.1810051788493205,0.9981569662300278
2024-10-16,-0.003530650731116267,-0.0063293392841365925,0.0027986885530203254,21,0.3,0.0,0.0029996225592644897,0,1.1746665145529032,1.1735301963760607,1.0009682905308712
2024-10-17,-0.011389176561576354,-0.011318359041118442,-7.081752045791194e-05,21,0.3,0.0,-0.01155441744264482,0,1.1612880302176887,1.1602477602678822,1.0008965929393963
2024-10-18,0.03127857274358283,0.036167972956809846,-0.0048894002132270145,21,0.3,0.0,0.01986997224605313,0,1.1976114623471048,1.2022115698844502,0.9961736289580149
2024-10-21,-0.000922587626979061,0.0025382945322496298,-0.0034608821592286908,21,0.3,0.0,-0.008997979331846005,0,1.1965065608300152,1.205263136938895,0.992734718385962
2024-10-22,0.005776402482736946,0.005737475837933825,3.892664480312051e-05,21,0.3,0.0,0.005867231320610896,0,1.2034180642986048,1.2121783050654342,0.9927731417645224
2024-10-23,0.0030167688626444727,0.003899513754633155,-0.0008827448919886821,21,0.3,0.0,0.0009570307813375489,0,1.2070484984437249,1.2169052110391048,0.9919001804693043
2024-10-24,-0.009430949864044795,-0.011168680307748202,0.0017377304437034072,21,0.3,0.0,-0.005376245495403513,0,1.1956648845714315,1.2033139857721762,0.993643303999466
2024-10-25,0.0034934513153284706,0.007021829940663693,-0.0035283786253352224,21,0.3,0.0,-0.0047394321437870465,0,1.1998418816351295,1.2117634519454905,0.9901618007283345
2024-10-28,0.0011650278650530061,0.001955277256894483,-0.000790249391841477,21,0.3,0.0,-0.0006788873825771063,0,1.201239730860892,1.2141327854638155,0.9893808529369394
2024-10-29,-0.008300746574777284,-0.009966280598025845,0.0016655340232485608,21,0.3,0.0,-0.004414500520530644,0,1.191268544279462,1.2020323974406204,0.9910452886427379
2024-10-30,-0.009390493171969307,-0.008969031370703484,-0.0004214618012658225,20,0.3,0.014285714285714356,-0.01035961832730385,0,1.180081945148424,1.1912513311593735,0.9906238207515125
2024-10-31,-0.0027207082947548894,0.0004090296910201907,-0.00312973798577508,20,0.3,0.0,-0.01002343026156341,0,1.176871286411768,1.191738588323285,0.9875246953843843
2024-11-01,0.0018343381415243537,-0.00026196083946306015,0.0020962989809874136,20,0.3,0.0,0.006725702430494986,0,1.179030066300098,1.1914263994822674,0.9895953848365656
2024-11-04,0.011836576272730544,0.014072317308986726,-0.0022357410362561815,20,0.3,0.0,0.006619847188132789,0,1.1929857456077018,1.2081925298260854,0.9874136084746588
2024-11-05,0.021805990346098397,0.025302059422141587,-0.00349606907604319,20,0.3,0.0,0.013648495835330966,0,1.2189999812594563,1.2387622890091325,0.9840467312211418
2024-11-06,-0.006293581367160991,-0.005016451058795446,-0.0012771303083655454,20,0.3,0.0,-0.009273552086680598,0,1.2113281056908323,1.2325480986128368,0.9827836390759221
2024-11-07,0.029418657690146566,0.030169870504388685,-0.0007512128142421193,20,0.3,0.0,0.027665827790248298,0,1.2469637525826045,1.2697339151384166,0.9820669808970726
2024-11-08,-0.010437326301850916,-0.010046131707898032,-0.00039119459395288436,20,0.12,0.18000000000000008,-0.012856086657505402,1,1.2339487850103195,1.256978000992951,0.9816789029207834
2024-11-11,0.0049207978833643905,0.006599388359831204,-0.0016785904764668137,20,0.12,0.0,-0.007388865610725581,1,1.2400207975797781,1.2652732869812677,0.9800418694828072
2024-11-12,-0.010867059726166244,-0.010986869649649456,0.00011980992348321201,20,0.12,0.0,-0.009988453620622688,1,1.2265454175107904,1.251371894306021,0.9801605926198312
2024-11-13,0.008437237015179429,0.006154841359331531,0.002282395655847898,20,0.3,0.18000000000000008,0.013942826878824529,0,1.2368940719082113,1.2590738897970009,0.9823840220430863
2024-11-14,-0.013231279683558618,-0.017337121223454655,0.0041058415398960366,20,0.3,0.0,-0.00365098275713453,0,1.220528380503858,1.2372451731403036,0.9864886984412184
2024-11-15,-0.014597770070704914,-0.01752350859020335,0.002925738519498438,20,0.3,0.0,-0.007771046858541892,0,1.202711387840493,1.2155642967205917,0.9894263850009629
2024-11-18,-0.001610734809726458,-0.004648774646679343,0.0030380398369528857,20,0.3,0.0,0.005478024809830274,0,1.2007741387420439,1.2099134122365884,0.9924463408685997
2024-11-19,0.0028755782351387077,0.006710897679074179,-0.0038353194439354715,20,0.3,0.0,-0.006073500467377393,0,1.2042270587207278,1.2180330173466476,0.9886653658568348
2024-11-20,0.001976159730098611,0.002233277088395047,-0.0002571173582964362,20,0.3,0.0,0.001376219227406927,0,1.2066068037400668,1.2207532225771967,0.9884117292705035
2024-11-21,-0.00012180377039218166,0.000884445819000268,-0.0010062495893924496,20,0.3,0.0,-0.002469719478974564,0,1.2064598344819903,1.2218329126609362,0.9874180192564416
2024-11-22,-0.02915220734474321,-0.030982644840837792,0.0018304374960945828,20,0.3,0.0,-0.024881186520522524,0,1.1712888672340669,1.183977297473116,0.9892832149179472
2024-11-25,-0.005796414444868713,-0.0045549331325313025,-0.0012414813123374103,19,0.3,0.015000000000000088,-0.008678204173656003,0,1.1644995915249174,1.1785843600526908,0.9880494184335318
2024-11-26,0.0005509789837920115,-0.002054577245043876,0.0026055562288358875,19,0.3,0.0,0.006630610184409082,0,1.165141206326482,1.176162867445162,0.9906291369811555
2024-11-27,0.01634321037899525,0.01741062090060419,-0.0010674105216089413,19,0.3,0.0,0.013852585828574387,0,1.1841833541827123,1.1966405932476174,0.9895898240999021
2024-11-28,-0.008868701850102127,-0.008828719057143108,-3.99827929590188e-05,19,0.3,0.0,-0.008961995033673172,0,1.173681185078612,1.1860757896374612,0.9895499051012264
2024-11-29,0.009731254386065924,0.011370465020404508,-0.0016392106343385837,19,0.3,0.0,0.005906429572609228,0,1.1851025752587512,1.1995620229150825,0.9879460608287739
2024-12-02,0.007252028956941712,0.007927522132046061,-0.0006754931751043487,21,0.3,0.028571428571428616,0.005704449643602997,0,1.193696973451474,1.2090715774005039,0.9872839588355181
2024-12-03,0.002834159322137292,0.0010789252898952828,0.001755234032242009,22,0.3,0.01363636363636362,0.0069433417610050095,0,1.1970801008565886,1.210376075302655,0.9890150055694535
2024-12-04,-0.0034863026016262876,-0.00539852919027739,0.0019122265886511026,23,0.3,0.013043478260869566,0.0009886029168204866,0,1.1929067173866172,1.2038418247289202,0.9909164915874514
2024-12-05,-0.003274729476376844,-0.0022817886768612405,-0.0009929407995156033,23,0.3,0.0,-0.005591591341913251,0,1.1890002705966234,1.2010949120845218,0.9899303199387399
2024-12-06,0.0125312258273232,0.0131457967245463,-0.0006145708972230997,23,0.3,0.0,0.011097227067135966,0,1.203899901496218,1.2168842616456716,0.9893298314731311
2024-12-09,-0.00044195384396735567,-0.0016535282354097625,0.0012115743914424067,23,0.3,0.013043478260869565,0.0023980965476591296,0,1.2033678333069997,1.2148721091598147,0.9905304634404923
2024-12-10,0.0061083691212492075,0.007327765333219327,-0.0012193962119701196,23,0.3,0.0,0.003263111293318928,0,1.2107184482214766,1.2237744068856111,0.9893314007952162
2024-12-11,-0.0024536228470485155,-0.00170338300760009,-0.0007502398394484255,23,0.3,0.0,-0.004204182472428176,0,1.2077478017755772,1.2216898503557863,0.9885878984947376
2024-12-12,0.009567930303432264,0.00994627297803663,-0.0003783426746043657,23,0.3,0.0,0.00868513072935541,0,1.2193034485670893,1.2338411111019216,0.9882175570225172
2024-12-13,-0.02301585153005955,-0.023662377167826598,0.0006465256377670495,23,0.3,0.0,-0.021507291708603105,0,1.1912401414247795,1.2046454973658578,0.9888719494902101
2024-12-16,-0.004140056836042616,-0.005425430735347847,0.0012853738993052312,23,0.3,0.0,-0.0011408510709970782,0,1.1863083395339056,1.1981097766592508,0.9901499534055621
2024-12-17,0.0023145673761792588,0.002605371342234264,-0.00029080396605500516,23,0.3,0.0,0.0016360247887175806,0,1.1890541301146802,1.2012312975362094,0.9898627621120885
2024-12-18,0.005310231089431659,0.005062832968225184,0.0002473981212064748,23,0.3,0.0,0.005887493372246767,0,1.1953682823234324,1.2073129309518396,0.9901064187070455
2024-12-19,0.0004059833030417565,0.0009065448300180634,-0.0005005615269763068,24,0.3,0.012500000000000004,-0.0007494935932362928,0,1.1958535818870413,1.208407414247608,0.9896112584112344
2024-12-20,-0.005461251313281261,-0.004491081973005184,-0.0009701693402760763,24,0.3,0.0,-0.00772497977392544,0,1.1893227249424685,1.2029803574934348,0.9886468366121757
2024-12-23,0.004253503171312821,0.0014837270075716003,0.002769776163741221,25,0.3,0.011999999999999985,0.01072831422004234,0,1.1943815129247257,1.2047652519394259,0.9913811101391043
2024-12-24,0.013137183066536443,0.012740685196085622,0.00039649787045082166,32,0.3,0.06562500000000002,0.014127969764255035,0,1.2100723215113047,1.220114786749569,0.9917692455272854
2024-12-25,0.0009498355965777691,0.0004872118254637403,0.00046262377111402876,35,0.3,0.025714285714285835,0.002055005348224789,0,1.2112216912767098,1.2207092411020966,0.99222783812399
2024-12-26,-4.51059793857371e-05,0.00046441852805623185,-0.000509524507441969,35,0.3,0.0,-0.0012339964967503312,0,1.2111670579360714,1.2212761610910339,0.9917225084079825
2024-12-27,-0.001335985084746755,-0.0016174124605663476,0.00028142737581959257,35,0.3,0.0,-0.0006793212078343729,0,1.2095489568115323,1.2193008538102925,0.9920020584187359
2024-12-30,0.00638719722644939,0.004527520975912136,0.0018596762505372543,34,0.3,0.008571428571428702,0.010735013239607747,0,1.2172745845537336,1.224821264001866,0.9938385463496321
2024-12-31,-0.015774230061204045,-0.016039789801335358,0.0002655597401313124,34,0.3,0.0,-0.01515459066756432,0,1.1980730152093264,1.2051753883830703,0.9941067721410468
2025-01-02,-0.028457274841869787,-0.029102488699299323,0.0006452138574295357,33,0.3,0.0088235294117647,-0.026942952311789108,0,1.163979122134887,1.1701017852619784,0.9947674098063866
2025-01-03,-0.010626949431883857,-0.011839194018461785,0.001212244586577928,33,0.3,0.0,-0.007798378729868695,0,1.151609574864191,1.1562487232049132,0.9959877591666754
2025-01-06,-0.0005708167794202022,-0.0016410144531968651,0.0010701976737766629,33,0.3,0.0,0.0019263111260586776,0,1.1509522167955175,1.1543513023386436,0.9970554149882798
2025-01-07,0.0072431352255009716,0.0071997925586930744,4.3342666807897126e-05,33,0.3,0.0,0.0073442681147193965,0,1.1592887193398576,1.162662392255339,0.997098321113718
2025-01-08,-0.00024509632587415935,-0.0018150707349940953,0.0015699744091199359,34,0.3,0.0088235294117647,0.003427000824817456,0,1.1590045819341201,1.160552077772478,0.998666586473803
2025-01-09,-0.0029013546672588086,-0.0024643624763153182,-0.0004369921909434904,35,0.3,0.008571428571428702,-0.003912431684222191,0,1.1556418985809511,1.1576920567802058,0.9982290988460639
2025-01-10,-0.012351417018489777,-0.012539216550759513,0.00018779953226973588,36,0.3,0.008333333333333423,-0.011904884776527059,0,1.1413680835675386,1.1431755053811445,0.9984189463427986
2025-01-13,-0.004158151426130656,-0.0026705028286013732,-0.0014876485975292824,36,0.3,0.0,-0.007629331487032315,0,1.1366221022431122,1.1401226519604364,0.9969296726880174
2025-01-14,0.024733524821636328,0.026333420460855406,-0.0015998956392190775,36,0.3,0.0,0.02100043499679181,0,1.1647347732217626,1.170145981131456,0.9953756129603067
2025-01-15,-0.00666531041633084,-0.006416240428871345,-0.00024906998745949545,44,0.3,0.054545454545454605,-0.007191928265857544,0,1.1569714544055447,1.162638043179639,0.9951260937939059
2025-01-16,0.0024459059508206804,0.001147937342895089,0.0012979686079255914,44,0.3,0.0,0.005474499369313728,0,1.1598012977708048,1.1639726788056755,0.9964162552001213
2025-01-17,0.003359112203434065,0.003146866542629967,0.0002122456608040983,44,0.3,0.0,0.003854352078643628,0,1.1636972004637052,1.1676355454851444,0.9966270767992055
2025-01-20,0.003194173685283813,0.004546679156274047,-0.0013525054709902342,44,0.3,0.0,3.832758630660133e-05,0,1.1674142514390649,1.1729444096819264,0.9952852341532868
2025-01-21,0.00012089247307674075,0.0007671927581140991,-0.0006463002850373583,44,0.3,0.0,-0.0013871415253437621,0,1.1675553830350263,1.1738442841387047,0.9946424741435848
2025-01-22,-0.007783769771781278,-0.009288150425773356,0.001504380653992078,45,0.3,0.006666666666666761,-0.0042668815791330975,0,1.1584674007376776,1.16294144185119,0.9961528233903243
2025-01-23,0.002618137853884382,0.0017717331022466531,0.0008464047516377289,45,0.3,0.0,0.0045930822743724155,0,1.16150042809204,1.1650018636996924,0.9969944806813159
2025-01-24,0.007621530881434314,0.007655562720718434,-3.403183928411997e-05,45,0.3,0.0,0.007542123256438039,0,1.1703528394735425,1.1739206085369993,0.996960808901802
2025-01-27,-0.0017078175866755104,-0.004117939283883265,0.0024101216972077545,46,0.3,0.006521739130434967,0.003922321445939685,0,1.168354090311674,1.1690864747469447,0.9993735412639777
2025-02-05,-0.008014482981124338,-0.005762362551355316,-0.0022521204297690223,45,0.3,0.013043478260869748,-0.013256387172324522,0,1.158990336338944,1.1623497746255669,0.9971097871226369
2025-02-06,0.011142041126984473,0.012581168146756472,-0.0014391270197719984,45,0.3,0.0,0.007784078080849814,0,1.17190385433221,1.1769734925854756,0.9956926487425566
2025-02-07,0.0121728720942255,0.012977774668958997,-0.0008049025747334966,45,0.3,0.0,0.010294766086514008,0,1.1861692900577259,1.1922479893635876,0.9949014807656699
2025-02-10,0.002378806124701671,0.00214735119259557,0.00023145493210610093,47,0.3,0.012765957446808805,0.0029316335903960484,0,1.1889909568298482,1.1948081645054172,0.995131262198918
2025-02-11,-0.0038323289387835763,-0.004595312999142842,0.0007629840603592657,47,0.3,0.0,-0.0020520327979452906,0,1.1844343523780372,1.1893176470155835,0.9958940366774173
2025-02-12,0.008385787285620758,0.009457950369587964,-0.0010721630839672057,47,0.3,0.0,0.005884073423030609,0,1.1943667669108615,1.2005661542947321,0.9948362800652893
2025-02-13,-0.0043209067088165265,-0.0037557192387680516,-0.000565187470048475,47,0.3,0.0,-0.005639677472262968,0,1.1892060195349288,1.1960571648916336,0.9942718913796018
2025-02-14,0.008876096026456747,0.008672852121708985,0.0002032439047477616,47,0.3,0.0,0.009350331804201528,0,1.1997615263595611,1.2064303918118493,0.9944722335432277
2025-02-17,0.001473336539886306,0.002129926858497555,-0.000656590318611249,47,0.3,0.0,-5.870753687327421e-05,0,1.2015291788554963,1.209000000306277,0.9938206605054688
2025-02-18,-0.008635803827996958,-0.008769168289908702,0.00013336446191174363,47,0.3,0.006382978723404255,-0.008318237104812823,0,1.1911530085732858,1.1983980758410917,0.993954373414092
2025-02-19,0.0050162060444540624,0.006996887049368183,-0.001980681004914121,47,0.3,0.006382978723404255,0.0004010000117111864,0,1.1971280774947608,1.206783131817932,0.9919993459731024
2025-02-20,-0.002617836230144961,-0.0028588431505905954,0.00024100692044563441,47,0.3,0.0,-0.0020554867491051477,0,1.1939941922413713,1.203333128127286,0.9922391101286734
2025-02-21,0.01374445922831486,0.012611202042792646,0.0011332571855222143,45,0.3,0.012765957446808805,0.016401491951980172,0,1.2104049967354775,1.218508605330885,0.993349568021141
2025-02-24,-0.0005325195135410319,-0.00219359629040905,0.001661076776868018,44,0.3,0.006666666666666762,0.003349992965817677,0,1.2097604324554283,1.2158356893743996,0.9950032253765332
2025-02-25,-0.01205723245219306,-0.011100640451211952,-0.0009565920009811085,46,0.3,0.01304347826086962,-0.014276236976221447,0,1.1951740697098476,1.202339134538903,0.9940407289231228
2025-02-26,0.008390273783890052,0.008735061870637661,-0.0003447880867476095,46,0.3,0.0,0.007585768248145631,0,1.2052019073741194,1.2128416412685892,0.9937009633949582
2025-02-27,0.002075868216254202,0.0020643235292401307,1.1544687014071117e-05,47,0.3,0.006382978723404366,0.0021091887980104404,0,1.2077037477078063,1.2153453388059021,0.993712411728502
2025-02-28,-0.018704022574267367,-0.01967361890815733,0.0009695963338899639,47,0.3,0.0,-0.016441631128524124,0,1.1851148295476521,1.1914350977684294,0.9946952475778033
2025-03-03,0.0001699181975349163,-0.000404853543350181,0.0005747717408850973,47,0.3,0.0,0.0015110522596001432,0,1.1853162021233608,1.190952741047426,0.9952672018546193
2025-03-04,-0.0007881701298251434,-0.0008365750079118994,4.840487808675602e-05,47,0.3,0.006382978723404255,-0.000668842435565975,0,1.1843819712984494,1.1899564197486616,0.9953154179785931
2025-03-05,0.006560687948011093,0.004465589188650476,0.002095098759360617,46,0.3,0.006382978723404365,0.011455634698575938,0,1.1921523318233886,1.1952702762716565,0.9973914314526473
2025-03-06,0.012491763345979621,0.013751525725120839,-0.0012597623791412178,45,0.3,0.006521739130434967,0.009558839533780547,0,1.2070444166248842,1.2117070662242784,0.9961519993327074
2025-03-07,-0.0026730001282830227,-0.0030894509881347343,0.0004164508598517116,45,0.3,0.0,-0.001701281455295696,0,1.2038179867444025,1.207963556631202,0.996568133314915
2025-03-10,-0.0032365816564040757,-0.003857110761489757,0.0006205291050856813,44,0.3,0.006666666666666761,-0.0017820137445374875,0,1.1999217315308564,1.2033043073974323,0.9971889273180681
2025-03-11,0.003253882542759109,0.0032106226381793945,4.325990457971444e-05,42,0.3,0.013636363636363676,0.003368458683748141,0,1.2038261359057618,1.2071676634473814,0.9972319275583668
2025-03-12,-0.003273902306145156,-0.003598757674812214,0.000324855368667058,42,0.3,0.0,-0.002515906445922021,0,1.1998849267432221,1.202823359553765,0.9975570537542329
2025-03-13,-0.0033274967904945727,-0.003985555727998191,0.0006580589375036186,40,0.3,0.014285714285714523,-0.0017777402220337498,0,1.1958923135005213,1.1980294400233253,0.998216131881732
2025-03-14,0.0222920150076162,0.02428108769263604,-0.0019890726850198374,40,0.3,0.0075,0.017658345409236584,0,1.2225511629005679,1.2271188979148913,0.9962776752749185
2025-03-17,-0.0018943496934846545,-0.00243827823527365,0.0005439285417889953,41,0.3,0.00731707317073171,-0.0006178660228062672,0,1.220235223479858,1.2241268406140124,0.9968209036800447
2025-03-18,0.0034132585065118513,0.0027360222995087558,0.0006772362070030956,41,0.3,0.0,0.004993476322852409,0,1.224400201736346,1.2274760789473596,0.9974941448849648
2025-03-19,-0.0001266993099507937,0.0006100970703337705,-0.0007367963802845642,42,0.3,0.007142857142857378,-0.0018387480068052528,0,1.2242450710756825,1.2282249585070302,0.9967596429271511
2025-03-20,-0.008116162321654661,-0.008771752205892658,0.0006555898842379969,42,0.3,0.0,-0.006586452591766006,0,1.2143088993573465,1.2174512735179137,0.9974188912288152
2025-03-21,-0.014150211184608375,-0.015168886637703216,0.0010186754530948413,41,0.3,0.007142857142857378,-0.011766158936910895,0,1.1971261719880908,1.198983893162993,0.9984505870466688
2025-03-24,0.005639528112082938,0.005148037563891261,0.0004914905481916768,41,0.3,0.0,0.006786339391196851,0,1.203877398688728,1.2051563072834968,0.9989388027204109
2025-03-25,-0.0005270167727967192,-0.0006489449174740258,0.00012192814467730658,41,0.3,0.0,-0.00024251776854967077,0,1.203242935107228,1.2043742272231235,0.9990606805672819
2025-03-26,-0.003366129496781362,-0.00329031765698351,-7.581183979785177e-05,40,0.3,0.00731707317073171,-0.0035357067164722847,0,1.1991926635715697,1.2004114534376753,0.9989846899056025
2025-03-27,0.0021380808458085878,0.003330929367335367,-0.001192848521526779,41,0.3,0.00731707317073171,-0.0006379152979164979,0,1.2017566344359865,1.2044099392008165,0.9977970085778347
2025-03-28,-0.003660367898764981,-0.004385476729204085,0.0007251088304391041,40,0.3,0.00731707317073171,-0.00196113022123634,0,1.1973577630291692,1.1991280274400293,0.9985237069184019
2025-03-31,-0.005009801395121857,-0.007116070832446364,0.0021062694373245074,40,0.3,0.0,-9.517270803134056e-05,0,1.1913592384374856,1.1905949474595945,1.0006419403841096
2025-04-01,-0.0007271752206558423,9.736821308825583e-05,-0.0008245434337440981,40,0.3,0.0,-0.0026511098993920713,0,1.1904929115203944,1.1907108735621406,0.9998169479706739
2025-04-02,0.00056388052276084,-0.0008483971215664798,0.0014122776443273198,39,0.3,0.015000000000000218,0.003874195026191253,0,1.1911642072856856,1.1897006778843926,1.0012301660648757
2025-04-03,-0.0056819269434880545,-0.005890866967951491,0.00020894002446343683,39,0.3,0.0,-0.005194400219740036,0,1.1843960992821905,1.1826923094592938,1.001440602774931
2025-04-07,-0.07060104446172405,-0.07045514967046262,-0.00014589479126142502,39,0.3,0.0,-0.07094146564133406,0,1.100776497616476,1.0993655457822342,1.001283423734403
2025-04-08,0.018092756329583584,0.017082996163803488,0.0010097601657800964,38,0.3,0.007692307692307783,0.020456555690762792,0,1.1206925785611834,1.1181460031834498,1.002277498082078
2025-04-09,0.008321858048499471,0.009870632380828193,-0.0015487743323287211,36,0.3,0.015789473684210548,0.004723840746750007,0,1.1300188231159762,1.129182811328966,1.0007403688566836
2025-04-10,0.013354910588563295,0.013106454027012049,0.0002484565615512458,35,0.3,0.008333333333333423,0.01394297589884954,0,1.1451101234620837,1.1439823939337412,1.0009857927310093
2025-04-11,0.003982136949479853,0.00412346061303448,-0.00014132366355462667,35,0.3,0.0,0.003652381734519059,0,1.1496701087959456,1.148699560277132,1.0008449106732307
2025-04-14,0.0035239973538653924,0.0022998164492906703,0.001224180904574722,34,0.3,0.008571428571428702,0.0063889908931111725,0,1.1537215432171606,1.1513413584211503,1.002067314596667
2025-04-15,0.0007544517108855152,0.0005566695508354425,0.00019778216005007278,34,0.12,0.18000000000000005,0.002654854217919382,1,1.1545919704093262,1.1519822750980009,1.0022653953691287
2025-04-16,0.00259558408970177,0.003080265023603479,-0.0004846809339017089,34,0.3,0.18000000000000005,0.0016446619105977844,0,1.157588810957818,1.1555306858077965,1.0017811081741916
2025-04-17,-0.0013184543627007782,-0.00015858162768633832,-0.0011598727350144399,34,0.3,0.0,-0.004024824077734471,0,1.1560625829397972,1.1553474398707997,1.0006189852890293
2025-04-18,0.000908124812684391,7.976730744463367e-05,0.0008283575052397573,33,0.3,0.0088235294117647,0.002849782520988923,0,1.1571124320563808,1.1554395988252413,1.0014477894239044
2025-04-21,0.0034605089939662133,0.003275685794360994,0.00018482319960521926,33,0.3,0.0,0.0038917631263783933,0,1.161116630034542,1.1592244559053553,1.0016322758888907
2025-04-22,-0.00021871621964452814,-0.00024529175372134393,2.6575534076815795e-05,33,0.3,0.0,-0.00015670664013195802,0,1.1608626749946545,1.1589401077056096,1.0016589013325727
2025-04-23,0.001059446205880137,0.0007743755325448909,0.0002850706733352462,33,0.3,0.0,0.0017246111103290454,0,1.1620925465512255,1.1598375625687019,1.001944223963164
2025-04-24,-0.0015246681366123949,-0.0006667753928667475,-0.0008578927437456474,33,0.3,0.0,-0.0035264178720189054,0,1.1603207410737042,1.1590642114222585,1.001084089767472
2025-04-25,0.0007864453211129838,0.0006966308203342209,8.981450077876298e-05,33,0.3,0.0,0.0009960124895967645,0,1.161233269891512,1.1598716512746816,1.001173939043457
2025-04-28,-0.0006888156245344857,-0.001419305239403923,0.0007304896148694372,33,0.3,0.0,0.0010156601434942007,0,1.1604333942714815,1.1582254393629914,1.0019063256888092
2025-04-29,-0.0011187978866897062,-0.0017299734177331771,0.000611175531043471,33,0.3,0.0,0.00030727835241172607,0,1.1591351038423265,1.156221740141151,1.0025197274882756
2025-04-30,-0.002683715964436093,-0.0011936711113711418,-0.0014900448530649514,33,0.3,0.0,-0.006160487288254314,0,1.1560243144592066,1.1548415916516053,1.0010241428921085
2025-05-06,0.01150155515796434,0.01007059806997379,0.001430957087990549,33,0.3,0.0,0.01484045502994229,0,1.169320391875907,1.1664715371556174,1.002442283955969
2025-05-07,0.005628317394982562,0.006061269004120851,-0.0004329516091382884,32,0.3,0.009090909090909092,0.004627187882750797,0,1.1759016981778099,1.1735418349279678,1.0020108897523767
