date,close,label,pos_state,eq_state,benchmark,pos_event,eq_event
2019-01-16,3128.651,watch,0.0,1.0,1.2451593953955458,0.0,1.0
2019-01-17,3111.416,watch,0.0,1.0,1.23830010614288,0.0,1.0
2019-01-18,3168.173,watch,0.0,1.0,1.260888599331946,0.0,1.0
2019-01-21,3185.636,watch,0.0,1.0,1.267838629399791,0.0,1.0
2019-01-22,3143.317,watch,0.0,1.0,1.2509962585333234,0.0,1.0
2019-01-23,3141.053,watch,0.0,1.0,1.2500952181580385,0.0,1.0
2019-01-24,3158.781,watch,0.0,1.0,1.257150714524227,0.0,1.0
2019-01-25,3184.469,watch,0.0,1.0,1.2673741797010465,0.0,1.0
2019-01-28,3183.777,watch,0.0,1.0,1.267098773367258,0.0,1.0
2019-01-29,3193.969,watch,0.0,1.0,1.271155047000166,0.0,1.0
2019-01-30,3168.482,watch,0.0,1.0,1.2610115770156753,0.0,1.0
2019-01-31,3201.633,watch,0.0,1.0,1.2742052119454768,0.0,1.0
2019-02-01,3247.397,watch,0.0,1.0,1.2924186446904142,0.0,1.0
2019-02-11,3306.472,watch,0.0,1.0,1.3159296695004656,0.0,1.0
2019-02-12,3330.335,watch,0.0,1.0,1.3254268101698226,0.0,1.0
2019-02-13,3397.027,watch,0.0,1.0,1.3519692945817048,0.0,1.0
2019-02-14,3402.14,watch,0.0,1.0,1.354004197160694,0.0,1.0
2019-02-15,3338.704,watch,0.0,1.0,1.3287575552673312,0.0,1.0
2019-02-18,3445.744,watch,0.0,1.0,1.3713579800776214,0.0,1.0
2019-02-19,3439.607,watch,0.0,1.0,1.36891553980239,0.0,1.0
2019-02-20,3451.927,watch,0.0,1.0,1.3738187277103011,0.0,1.0
2019-02-21,3442.705,watch,0.0,1.0,1.3701485005279346,0.0,1.0
2019-02-22,3520.118,watch,0.0,1.0,1.4009577931833812,0.0,1.0
2019-02-25,3729.483,watch,0.0,1.0,1.484282138665504,0.0,1.0
2019-02-26,3684.693,watch,0.0,1.0,1.4664563443152339,0.0,1.0
2019-02-27,3678.392,watch,0.0,1.0,1.4639486343308388,0.0,1.0
2019-02-28,3669.37,watch,0.0,1.0,1.4603580043547697,0.0,1.0
2019-03-01,3749.714,watch,0.0,1.0,1.4923337940685024,0.0,1.0
2019-03-04,3794.104,watch,0.0,1.0,1.5100003940061777,0.0,1.0
2019-03-05,3816.013,watch,0.0,1.0,1.5187198699700104,0.0,1.0
2019-03-06,3848.09,watch,0.0,1.0,1.5314860679019955,0.0,1.0
2019-03-07,3808.849,watch,0.0,1.0,1.515868698040443,0.0,1.0
2019-03-08,3657.579,watch,0.0,1.0,1.455665351057515,0.0,1.0
2019-03-11,3729.954,watch,0.0,1.0,1.4844695900863338,0.0,1.0
2019-03-12,3755.351,watch,0.0,1.0,1.4945772413279905,0.0,1.0
2019-03-13,3724.194,watch,0.0,1.0,1.4821771905449728,0.0,1.0
2019-03-14,3698.485,watch,0.0,1.0,1.4719453676614926,0.0,1.0
2019-03-15,3745.005,watch,0.0,1.0,1.4904596778462338,0.0,1.0
2019-03-18,3851.747,watch,0.0,1.0,1.532941502819141,0.0,1.0
2019-03-19,3833.962,watch,0.0,1.0,1.5258633212491577,0.0,1.0
2019-03-20,3835.439,watch,0.0,1.0,1.526451146617663,0.0,1.0
2019-03-21,3836.891,watch,0.0,1.0,1.527029022335381,0.0,1.0
2019-03-22,3833.801,watch,0.0,1.0,1.5257992454980884,0.0,1.0
2019-03-25,3742.825,watch,0.0,1.0,1.4895920682975938,0.0,1.0
2019-03-26,3700.438,watch,0.0,1.0,1.4727226343809854,0.0,1.0
2019-03-27,3743.387,watch,0.0,1.0,1.4898157364472888,0.0,1.0
