,gross_ret,net_ret,cost,turnover,n_hold,n_rest,uni_ew_ret,unselected_ew_ret,held_cc_ret,hs300_ret,hs300_open_to_close,gross_vs_hs300,net_vs_hs300,gross_vs_uni,net_vs_uni,gross_vs_unselected,net_vs_unselected
2010-01-21,0.0,0.0,0.0,0.0,0,151,0.002467518391458288,0.002467518391458288,0.0,0.004165642931929225,0.003394422737657443,-0.004165642931929225,-0.004165642931929225,-0.002467518391458288,-0.002467518391458288,-0.002467518391458288,-0.002467518391458288
2010-01-22,0.0,0.0,0.0,0.0,0,152,-0.021159021823279583,-0.021159021823279583,0.0,-0.012432471760918218,0.0005186580162237497,0.012432471760918218,0.012432471760918218,0.021159021823279583,0.021159021823279583,0.021159021823279583,0.021159021823279583
2010-01-25,0.0,0.0,0.0,0.0,0,152,-0.009041732135514397,-0.009041732135514397,0.0,-0.011343067562593623,-0.0035925009872715963,0.011343067562593623,0.011343067562593623,0.009041732135514397,0.009041732135514397,0.009041732135514397,0.009041732135514397
2010-01-26,0.0,0.0,0.0,0.0,0,152,-0.02315666145402574,-0.02315666145402574,0.0,-0.025605961994150328,-0.02563494689032486,0.025605961994150328,0.025605961994150328,0.02315666145402574,0.02315666145402574,0.02315666145402574,0.02315666145402574
2010-01-27,0.0,0.0,0.0,0.0,0,152,-0.009723797840490574,-0.009723797840490574,0.0,-0.013639768385131812,-0.013713067808641233,0.013639768385131812,0.013639768385131812,0.009723797840490574,0.009723797840490574,0.009723797840490574,0.009723797840490574
2010-01-28,0.0,0.0,0.0,0.0,0,152,0.006703737883919852,0.006703737883919852,0.0,0.0025023713751726184,0.00353051007279781,-0.0025023713751726184,-0.0025023713751726184,-0.006703737883919852,-0.006703737883919852,-0.006703737883919852,-0.006703737883919852
2010-01-29,0.0,0.0,0.0,0.0,0,152,0.003100038896089076,0.003100038896089076,0.0,-0.0007531412069594623,0.004338129620429454,0.0007531412069594623,0.0007531412069594623,-0.003100038896089076,-0.003100038896089076,-0.003100038896089076,-0.003100038896089076
2010-02-01,0.0,0.0,0.0,0.0,0,152,-0.019222947776018764,-0.019222947776018764,0.0,-0.01605665144164381,-0.014233810576475103,0.01605665144164381,0.01605665144164381,0.019222947776018764,0.019222947776018764,0.019222947776018764,0.019222947776018764
2010-02-02,0.0,0.0,0.0,0.0,0,152,-0.004119416947834759,-0.004119416947834759,0.0,-0.0020674296723418584,-0.007754879086457667,0.0020674296723418584,0.0020674296723418584,0.004119416947834759,0.004119416947834759,0.004119416947834759,0.004119416947834759
2010-02-03,0.0,0.0,0.0,0.0,0,152,0.01703359434384889,0.01703359434384889,0.0,0.026866154576219214,0.02214785782443962,-0.026866154576219214,-0.026866154576219214,-0.01703359434384889,-0.01703359434384889,-0.01703359434384889,-0.01703359434384889
2010-02-04,0.0,0.0,0.0,0.0,0,152,0.0006430570546154937,0.0006430570546154937,0.0,-0.0036874190388195283,0.0038581837563322896,0.0036874190388195283,0.0036874190388195283,-0.0006430570546154937,-0.0006430570546154937,-0.0006430570546154937,-0.0006430570546154937
2010-02-05,0.0,0.0,0.0,0.0,0,152,-0.017408782114168415,-0.017408782114168415,0.0,-0.020415980852503512,0.0017047254188029548,0.020415980852503512,0.020415980852503512,0.017408782114168415,0.017408782114168415,0.017408782114168415,0.017408782114168415
2010-02-08,0.0,0.0,0.0,0.0,0,154,-0.0014649317666276262,-0.0014649317666276262,0.0,-0.0006656968234622918,-0.0004013002763421092,0.0006656968234622918,0.0006656968234622918,0.0014649317666276262,0.0014649317666276262,0.0014649317666276262,0.0014649317666276262
2010-02-09,0.0,0.0,0.0,0.0,0,154,0.004686526221532463,0.004686526221532463,0.0,0.005776600862967607,0.0068076960099576755,-0.005776600862967607,-0.005776600862967607,-0.004686526221532463,-0.004686526221532463,-0.004686526221532463,-0.004686526221532463
2010-02-10,0.0,0.0,0.0,0.0,0,154,0.013977666959081437,0.013977666959081437,0.0,0.014180279503595683,0.0059427718705460375,-0.014180279503595683,-0.014180279503595683,-0.013977666959081437,-0.013977666959081437,-0.013977666959081437,-0.013977666959081437
2010-02-11,0.0,0.0,0.0,0.0,0,154,0.0012598077843451086,0.0012598077843451086,0.0,0.0019501389178409045,0.00115336022641932,-0.0019501389178409045,-0.0019501389178409045,-0.0012598077843451086,-0.0012598077843451086,-0.0012598077843451086,-0.0012598077843451086
2010-02-12,0.0,0.0,0.0,0.0,0,154,0.03648368891549231,0.03648368891549231,0.0,0.009588876902792753,0.0056912120744387895,-0.009588876902792753,-0.009588876902792753,-0.03648368891549231,-0.03648368891549231,-0.03648368891549231,-0.03648368891549231
2010-02-22,0.0,0.0,0.0,0.0,0,154,-0.0026702866248110206,-0.0026702866248110206,0.0,-0.005515677219850135,-0.004802171288112778,0.005515677219850135,0.005515677219850135,0.0026702866248110206,0.0026702866248110206,0.0026702866248110206,0.0026702866248110206
2010-02-23,0.0,0.0,0.0,0.0,0,154,-0.0002617619290002025,-0.0002617619290002025,0.0,-0.01073532208904393,-0.00829635334360801,0.01073532208904393,0.01073532208904393,0.0002617619290002025,0.0002617619290002025,0.0002617619290002025,0.0002617619290002025
2010-02-24,0.0,0.0,0.0,0.0,0,154,0.02040649661504117,0.02040649661504117,0.0,0.014333931296922398,0.021214749886846018,-0.014333931296922398,-0.014333931296922398,-0.02040649661504117,-0.02040649661504117,-0.02040649661504117,-0.02040649661504117
2010-02-25,0.0,0.0,0.0,0.0,0,154,0.013845542695792929,0.013845542695792929,0.0,0.01468492823047618,0.012291857117423532,-0.01468492823047618,-0.01468492823047618,-0.013845542695792929,-0.013845542695792929,-0.013845542695792929,-0.013845542695792929
2010-02-26,0.0,0.0,0.0,0.0,0,154,-0.00022721628384607628,-0.00022721628384607628,0.0,-0.0031778837274857308,-0.001347800352698103,0.0031778837274857308,0.0031778837274857308,0.00022721628384607628,0.00022721628384607628,0.00022721628384607628,0.00022721628384607628
